contrast,dissimilarity,homogeneity,energy,correlation,ASM,image,label,sum_of_squares,sum_average,sum_variance,sum_entropy,difference_variance,difference_entropy,IMC1,IMC2
644.34625,10.496125000000001,0.3866291568260145,0.2562299839743585,0.9346092142891769,0.06565380468750001,img-0,0,33087.03775384926,335.61975000000007,66174.08575000006,9.619056152648529,8.442590968323576e-37,4.817195712359003e-15,0.38312439605170695,
344.8123125,8.7251875,0.3158811230590214,0.1418855309968215,0.9319225979145687,0.020131503906249994,img-1,0,40690.32150743794,390.6805625,81380.65493750002,11.039779761000514,8.252918382840706e-37,5.922899700619073e-15,0.37987949026315954,
312.8265,8.37725,0.36960604702607747,0.2349902424835976,0.9315895302977737,0.0552204140625,img-2,0,43622.00410792183,406.62325000000004,87244.02062500003,9.773983939673183,1.262547437287215e-35,7.56524825164298e-15,0.3875961613058156,
404.5373125,9.3571875,0.3149020318386644,0.14165842500536283,0.9197227485240517,0.020067109375000003,img-3,0,40564.42739127278,390.1015625,81128.8666875,11.0972480653824,8.808189513458167e-37,5.9445095503448025e-15,0.38222140736631216,
343.302875,8.72525,0.31197624577157257,0.13613677204607505,0.9320740106286136,0.018533220703125002,img-4,0,40672.48928965401,390.61725000000007,81344.99050000006,11.111186612402651,6.196789783020588e-37,5.465491211165162e-15,0.3797320699581129,
361.8881875,9.3459375,0.35018650860011336,0.221354468627245,0.9208165266567999,0.048997800781249996,img-5,0,43550.07645697712,406.27556250000004,87100.16531250006,9.843523460109807,9.58019106976196e-37,6.018343203989581e-15,0.3966962634442947,
312.5170625,8.3861875,0.3677021184278901,0.23345301153283501,0.9316059451622135,0.05450030859375,img-6,0,43609.88432745289,406.5720625000001,87219.78106250009,9.810704980101482,1.2597645930617184e-35,7.689504888826412e-15,0.3873177240110682,
361.1385,9.35075,0.34892805525162873,0.22011008875532034,0.9209263186333867,0.048448451171875004,img-7,0,43541.742113735425,406.24225,87083.49662500001,9.867638883313997,1.005633121241063e-36,5.9643185789870254e-15,0.39658956588276084,
415.88125,9.348500000000001,0.3344783996845863,0.17978499528951242,0.9182566026284872,0.03232264453125,img-8,0,40644.903730621576,390.39000000000004,81289.81937500005,10.728144115369522,4.0929699069434736e-36,6.21823430426748e-15,0.3824913281138513,
349.1225625,8.6929375,0.33320351304021145,0.16465219023748212,0.9314616590290106,0.027110343749999998,img-9,0,40740.02531718182,390.8611875,81480.06256250002,10.829793404247372,7.003639950573983e-37,5.429474794314033e-15,0.37854487018060423,
410.68293750000004,9.359562500000001,0.32268800175592316,0.15689318246222492,0.9189243032778931,0.024615470703125003,img-10,0,40605.58238907742,390.24543750000004,81211.17668750003,10.92689631015818,3.457378231696051e-36,6.481154147428575e-15,0.3814440952004752,
345.9276875,8.6971875,0.3198879949413935,0.14584834000169491,0.9318289107841778,0.02127173828125,img-11,0,40711.99388111233,390.7674375,81423.99968750004,10.96369333095582,1.488287799556889e-36,6.502764004630589e-15,0.3791682184076275,
604.2035624999999,9.311062499999998,0.400706426122722,0.2518164905677842,0.9388140835078519,0.06341154492187495,img-12,0,33222.167836283916,336.36131250000005,66444.34593750005,9.685052597457005,1.2647956895116878e-35,6.60541075057944e-15,0.37545784381808084,
543.250375,9.32775,0.4826388296384126,0.39379821629389083,0.9564342512088059,0.15507703515625001,img-13,0,39233.185268844834,363.3090000000001,78466.38162500008,8.487779204776873,4.101405095916997e-37,5.800443885876869e-15,0.36683243921647646,
127.251125,6.2685,0.3126554288078216,0.12357754713640338,0.9395984548585123,0.01527141015625,img-14,0,38778.29919759964,388.458125,77556.61025,10.198418727383316,9.917652438563926e-37,4.084261634883287e-15,0.39857178677591404,
788.7997499999999,12.226375,0.4018130065268774,0.29824435176441316,0.936945393478258,0.08894969335937501,img-15,0,37140.512574247594,351.4861250000001,74281.03587500007,9.56772115311086,7.47497711471021e-37,7.286121067281484e-15,0.3804329704500603,
